,lib100,lib100,lib200,lib200,lib300,lib300,lib400,lib400,lib500,lib500,,,
,Acc,Stime,Acc,Stime,Acc,Stime,Acc,Stime,Acc,Stime,,,
,100,0.595253705978394,100,1.06584191322327,100,1.51664257049561,100,1.79185843467712,100,2.41205811500549,,,
,100,0.594502925872803,100,0.969078302383423,100,1.39935708045959,100,2.26041293144226,100,2.49485683441162,,,
,100,0.602852821350098,100,0.938211917877197,100,1.49941182136536,100,1.81616544723511,100,2.37363481521606,,,
,100,0.587390661239624,100,0.985983848571777,100,1.49887800216675,66.6666666666667,2.00178027153015,100,2.43381905555725,,,
,100,0.574495792388916,100,1.0390453338623,100,1.36659169197083,100,1.82930397987366,100,2.52019381523132,,,
,100,0.520778179168701,100,0.935395240783691,100,1.58214783668518,100,2.31039237976074,100,2.82615232467651,,,
,100,0.509507179260254,100,0.891512393951416,100,1.3664333820343,100,1.78665351867676,100,2.64276695251465,,,
,100,0.534214735031128,100,0.909449577331543,100,1.44656467437744,100,2.0684540271759,0,2.64591670036316,,,
,100,0.554150581359863,100,0.958475828170776,100,1.60892963409424,66.6666666666667,1.98143744468689,100,2.48433899879456,,,
,100,0.577082395553589,100,0.922596216201782,100,1.32908368110657,100,2.03323554992676,100,2.53345108032227,,,
,66.6666666666667,0.576811075210571,100,0.889046669006348,100,1.42945528030396,100,1.90211153030396,100,2.69529342651367,,,
,100,0.59432053565979,100,0.932216882705688,66.6666666666667,1.53657245635986,100,2.03297734260559,100,2.41211533546448,,,
,100,0.506707906723022,100,0.951007604598999,100,1.33261609077454,100,1.79203224182129,66.6666666666667,2.57475543022156,,,
,100,0.505873441696167,100,1.07656669616699,100,1.6865725517273,100,1.82078266143799,100,2.53414797782898,,,
,100,0.576446056365967,100,0.902365922927856,100,1.3396258354187,100,1.85293817520142,100,2.36237215995789,,,
,100,0.542497634887695,100,0.979130029678345,100,1.48442769050598,100,1.76222515106201,66.6666666666667,2.59720611572266,,,
,100,0.556880474090576,100,1.02812838554382,100,1.80761384963989,100,1.90371227264404,100,2.32924771308899,,,
,100,0.609721422195435,100,1.05608749389648,100,1.54412245750427,100,1.77976512908936,100,2.52363514900208,,,
,100,0.635123491287231,100,0.987385272979736,100,1.63224124908447,100,2.03343224525452,100,2.48770546913147,,,
,100,0.546636343002319,100,0.983273506164551,100,1.48806524276733,100,2.25778460502625,66.6666666666667,2.28711009025574,,,
,100,0.526325702667236,100,1.05165529251099,100,1.57756209373474,100,2.07218527793884,100,2.4475429058075,,,
,100,0.53253436088562,100,1.06242203712463,100,1.67739915847778,100,1.95427775382996,100,2.33455181121826,,,
,100,0.562103033065796,100,1.38778328895569,100,1.47416949272156,100,1.89079260826111,100,2.43529367446899,,,
,100,0.553140878677368,100,1.72639131546021,33.3333333333333,1.58202743530273,100,1.84042000770569,100,2.46565771102905,,,
,100,0.603386640548706,100,1.76022791862488,100,1.4921498298645,100,1.9095823764801,100,2.37192273139954,,,
,100,0.634774684906006,100,1.77561640739441,100,1.45476531982422,66.6666666666667,1.98144388198853,0,2.61880850791931,,,
,100,0.526049613952637,100,1.31173658370972,100,1.69927740097046,100,2.01907968521118,100,2.55636239051819,,,
,,,,,,,,,,,,,
,98.6666666666667,0.567620306015015,98,1.04568259716034,96,1.51692155361176,94,2.00686937332153,91.3333333333333,2.53925479412079,,,
